Configuration loaded
Connected to MongoDB: avtopia_devdb
WARNING: Could not create unique placeId index: {ok: 0.0, errmsg: Index build failed: 55ee6fc0-1a22-4f5a-9740-cdcfdbc7c706: Collection avtopia_devdb.avtopia_business ( 4a5df79e-dc57-44fb-a75c-5a7df823bcce ) :: caused by :: E11000 duplicate key error collection: avtopia_devdb.avtopia_business index: placeId_1 dup key: { placeId: null }, code: 11000, codeName: DuplicateKey, keyPattern: {placeId: 1}, keyValue: {placeId: null}, $clusterTime: {clusterTime: Timestamp(1777993066, 9), signature: {hash: BsonBinary(0345e3b2151cf164544e42dd2601fb696358dc64), keyId: 7598248908464062466}}, operationTime: Timestamp(1777993066, 9)}
Reconnected to MongoDB
Loaded 1057 cached geocode result(s) from assets/db_code lookups/charter_geocode_cache.json
Loaded 1974 charter operator entries from assets/charter_operators.json

Geocoding 1067 charters with no airport code...
Airport geocoding: 1026 assigned, 41 could not resolve.

Skipping 2 entries with no name.
  [~] UPD  "AIRRESOURCE CHARTER, LLC" | LITTLE ROCK, AR
  [~] UPD  "ARKANSAS CHILDRENS HOSPITAL" | LITTLE ROCK, AR
  [~] UPD  "CENTRAL FLIGHT MANAGEMENT, LLC" | LITTLE ROCK, AR
  [~] UPD  "CENTRAL FLYING SERVICE LLC" | LITTLE ROCK, AR
  [~] UPD  "EXECUTIVE AVIATION SERVICES, LLC" | SPRINGDALE, AR
  [~] UPD  "FLIGHT LEVEL CHARTERS, LLC" | BENTONVILLE, AR
  [~] UPD  "GEN 4 JETS" | NEWPORT, AR
  [~] UPD  "GEN4JETS, LLC" | NEWPORT, AR
  [~] UPD  "JETT AIRCRAFT" | FAYETTEVILLE, AR
  [~] UPD  "LEGENDS AIR CENTER" | BENTONVILLE, AR
  [~] UPD  "MIKE MOSER, INC." | ROGERS, AR
  [~] UPD  "MILLIONAIRE CHARTERS, LLC" | MIDWAY, AR
  [~] UPD  "PHYSICIANS AIR TRANSPORT, LLC" | HOT SPRINGS, AR
  [~] UPD  "SURVIVAL FLIGHT SERVICES LLC" | BATESVILLE, AR
  [~] UPD  "VIKING AVIATION DBA SURVIVAL FLIGHT" | BATESVILLE, AR
  [~] UPD  "VIKING AVIATION LLC" | BATESVILLE, AR
  [~] UPD  "AD ASTRA FLIGHTS" | SCOTTSDALE, AZ
  [~] UPD  "AIR 7, LLC" | SCOTTSDALE, AZ
  [~] UPD  "AIR CARE 1" | PHOENIX, AZ
  [~] UPD  "AIR GRAND CANYON INC" | GRAND CANYON, AZ
  [~] UPD  "AIRLIFT HELICOPTERS INC" | MESA, AZ
  [~] UPD  "AIRWEST HELICOPTERS L L C" | GLENDALE, AZ
  [~] UPD  "AIRWEST HELICOPTERS LLC" | PHOENIX, AZ
  [~] UPD  "AMERICAN AVIATION INC" | PAGE, AZ
  [~] UPD  "ARIZONA EXECUTIVE AIR CHARTER, LLC" | GLENDALE, AZ
  [~] UPD  "ARIZONA HELISERVICES INC." | MESA, AZ
  [~] UPD  "CRITICAL AIR RESPONSE ENTERPRISES LLC" | PHOENIX, AZ
  [~] UPD  "CUTTER FLIGHT MANAGEMENT, INC." | PHOENIX, AZ
  [~] UPD  "ELEVAGE FLIGHT TRAVEL" | SCOTTSDALE, AZ
  [~] UPD  "EXECUTIVE AIRCRAFT SERVICES, INC." | SCOTTSDALE, AZ
  [~] UPD  "FALCON EXECUTIVE AVIATION, INC." | MESA, AZ
  [~] UPD  "FLYHOUSE" | SCOTTSDALE, AZ
  [~] UPD  "FREEDOMAIR, LLC." | GLENDALE, AZ
  [~] UPD  "GLOBAL AIR SUPPORT, LLC." | SEDONA, AZ
  [~] UPD  "H5 HELICOPTERS" | SCOTTSDALE, AZ
  [~] UPD  "H5 PRODUCTIONS INC" | SCOTTSDALE, AZ
  [~] UPD  "HELIOPS-USA, LLC." | GOODYEAR, AZ
  [~] UPD  "JETNEXA" | PHOENIX, AZ
  [~] UPD  "LAUGHLIN HELICOPTER CHARTERS LLC" | BULLHEAD CITY, AZ
  [~] UPD  "LEGACY JETS" | SCOTTSDALE, AZ
  [~] UPD  "LEIGHNOR AIRCRAFT, LLC" | PRESCOTT, AZ
  [~] UPD  "MAVERICK AIRSTAR HELICOPTERS" | GRAND CANYON, AZ
  [~] UPD  "MAVERICK AIRSTAR LLC" | GRAND CANYON NATIONAL, AZ
  [~] UPD  "MIDWEST AIR TAXI LLC" | MESA, AZ
  [~] UPD  "NOW AIR" | PHOENIX, AZ
  [~] UPD  "PAPILLON GRAND CANYON HELICOPTERS" | GRAND CANYON, AZ
  [~] UPD  "PARADISE JETS" | PHOENIX, AZ
  [~] UPD  "PHI AIR MEDICAL" | SCOTTSDALE, AZ
  [~] UPD  "PINNACLE AVIATION CHARTER" | SCOTTSDALE, AZ
  [~] UPD  "PONDEROSA AVIATION" | SAFFORD, AZ
  [~] UPD  "PRECISION AEROMEDICAL TRANSPORT LLC" | GLENDALE, AZ
  [~] UPD  "PRISMJET, LLC" | SCOTTSDALE, AZ
  [~] UPD  "SAFFORD AVIATION SERVICE, INC." | COOLIDGE, AZ
  [~] UPD  "SOLID EDGE AVIATION, L.L.C." | PAGE, AZ
  [~] UPD  "SUNSHINE HELICOPTERS, INC." | PHOENIX, AZ
  [~] UPD  "WESTERN SKY HELICOPTERS" | SCOTTSDALE, AZ
  [~] UPD  "WESTWIND AVIATION INC" | PHOENIX, AZ
  [~] UPD  "YELLOW BIRD AVIATION LLC" | SCOTTSDALE, AZ
  [~] UPD  "24/7 JET INC" | VAN NUYS, CA
  [~] UPD  "A AND P HELICOPTERS, INC." | RICHVALE, CA
  [~] UPD  "ABOVE ALL AVIATION" | SANTA BARBARA, CA
  [~] UPD  "ACI JET" | SAN LUIS OBISPO, CA
  [~] UPD  "ACTION AIR EXPRESS" | SANTA MONICA, CA
  [~] UPD  "ADVANCED AIR, LLC" | HAWTHORNE, CA
  [~] UPD  "AERIAL SOLUTIONS II LLC" | CARLSBAD, CA
  [~] UPD  "AEROMEDEVAC, INC." | SAN DIEGO/EL CAJON, CA
  [~] UPD  "AIR CARRIAGE" | CHICO, CA
  [~] UPD  "AIR MADURA II LLC" | MURRIETA, CA
  [~] UPD  "AIR SHASTA" | REDDING, CA
  [~] UPD  "AIR SHASTA ROTOR & WING, INC" | REDDING, CA
  [~] UPD  "AIRBORRN AVIATION SERVICES, LLC" | MARIPOSA, CA
  [~] UPD  "AIRSF FLIGHT SERVICES" | CONCORD, CA
  [~] UPD  "AIRWAY CHARTER SERVICES" | SANTA BARBARA, CA
  [~] UPD  "ALL-STAR EXECUTIVE AVIATION" | CHINO, CA
  [~] UPD  "ALPINE AVIATION, INC." | GRASS VALLEY, CA
  [~] UPD  "AMBROSINI HELICOPTERS INC" | FRESNO, CA
  [~] UPD  "AMERICAN AIR CHARTER, INC." | SAN JOSE, CA
  [~] UPD  "AMERICAN VALET AIR, INC." | MURRIETA, CA
  [~] UPD  "AMERIFLIGHT, LLC" | BURBANK, CA
  [~] UPD  "ANTHELION HELICOPTERS" | LONG BEACH, CA
  [~] UPD  "ARCHER AIR LLC" | SAN JOSE, CA
  [~] UPD  "ARIS HELICOPTERS" | RIVERSIDE, CA
  [~] UPD  "ASG HOLDINGS, LLC" | LONG BEACH, CA
  [~] UPD  "ASPEN HELICOPTERS, INC." | OXNARD, CA
  [~] UPD  "AVIATIONX LLC" | REDLANDS, CA
  [~] UPD  "AVION JET CHARTER DBA GOLDEN STATE JET" | VAN NUYS, CA
  [~] UPD  "AXISJET" | SACRAMENTO, CA
  [~] UPD  "BLUE GLASS AVIATION LLC" | VAN NUYS, CA
  [~] UPD  "BLUESKY HELICOPTERS, LLC" | LAVERNE, CA
  [~] UPD  "BOUTIQUE AIR, INC." | VAN NUYS, CA
  [~] UPD  "CAL-ORE LIFE FLIGHT" | CRESCENT CITY, CA
  [~] UPD  "CALALASKA HELICOPTERS, INC." | SANTA MARIA, CA
  [~] UPD  "CAPITOL HELICOPTERS INC." | MCCLELLAN, CA
  [~] UPD  "CATALINA FLYING BOATS" | AVALON, CA
  [~] UPD  "CENTURION FLIGHT SERVICES, INC." | SACRAMENTO, CA
  [~] UPD  "CENTURY JETS" | VAN NUYS, CA
  [~] UPD  "CHANNEL ISLANDS AVIATION, INC." | CAMARILLO, CA
  [~] UPD  "CHERRY HELICOPTERS, INC." | SAN DIEGO, CA
  [~] UPD  "CHRYSLER AVIATION, INC." | VAN NUYS, CA
  [~] UPD  "CIVIC HELICOPTERS INC" | CARLSBAD, CA
  [~] UPD  "CLIPPER AVIATION CHARTER" | VAN NUYS, CA
  [~] UPD  "CORPORATE HELICOPTERS OF SAN DIEGO" | SAN DIEGO, CA
  [~] UPD  "CORSAIR AVIATION, LLC" | VAN NUYS, CA
  [~] UPD  "COURTNEY AVIATION, INC." | COLUMBIA, CA
  [~] UPD  "CSM AVIATION" | FRESNO, CA
  [~] UPD  "DESERT AIR AMBULANCE INC" | EL CAJON, CA
  [~] UPD  "DIAMOND AVIATION, INC." | CAMARILLO, CA
  [~] UPD  "DIAMOND HELICOPTERS LLC" | TORRANCE, CA
  [~] UPD  "DK AIR LLC" | CRESCENT CITY, CA
  [~] UPD  "DREAMLINE AVIATION, LLC" | OAKLAND, CA
  [~] UPD  "DUONT LLC" | PORTOLA VALLEY, CA
  [~] UPD  "ELDORADO AIR, LLC" | MATHER, CA
  [~] UPD  "ENGLISH AIR SERVICE, LLC" | SANTA MARIA, CA
  [~] UPD  "ENLOE MEDICAL CENTER" | CHICO, CA
  [~] UPD  "EPIC AER" | LIVERMORE, CA
  [~] UPD  "EXECUTIVE AIR CHARTER LLC" | FRESNO, CA
  [~] UPD  "EXECUTIVE HELICOPTERS, LLC." | EL CENTRO, CA
  [~] UPD  "FLIGHT LEVEL AVIATION, LLC." | FRESNO, CA
  [~] UPD  "FLYING A FLIGHT SERVICE, INC." | SANTA MARIA, CA
  [~] UPD  "FLYSHARE, INC." | ENCINO, CA
  [~] UPD  "FOUNDATION AVIATION" | LONG BEACH, CA
  [~] UPD  "FREEMAN CARTER AVIATION LLC" | VISALIA, CA
  [~] UPD  "GARY AIR" | WATSONVILLE, CA
  [~] UPD  "GOLDEN STATE AIR CHARTER, LLC" | BAKERSFIELD, CA
  [~] UPD  "GROUP 3 AVIATION INC" | VAN NUYS, CA
  [~] UPD  "GUARDIAN HELICOPTERS INC" | FILLMORE, CA
  [~] UPD  "HANGER 21 AIR CHARTERS, INC" | FULLERTON, CA
  [~] UPD  "HELICO SONOMA INC." | SANTA ROSA, CA
  [~] UPD  "HELINET AVIATION SERVICES, LLC" | VAN NUYS, CA
  [~] UPD  "HELISTREAM, INC." | SANTA ANA, CA
  [~] UPD  "HIGHRIZE AVIATION" | SANTA ANA, CA
  [~] UPD  "ICON HELICOPTERS LLC" | CARLSBAD, CA
  [~] UPD  "ICONIC AVIATION CCP MANAGEMENT" | VAN NUYS, CA
  [~] UPD  "INDELIBLE AVIATION TRANSPORTATION LLC" | SANTA ANA, CA
  [~] UPD  "INFORMART, CORPORATION" | WATSONVILLE, CA
  [~] UPD  "INTERMOUNTAIN HELICOPTER INC" | SONORA, CA
  [~] UPD  "JATO AVIATION, LLC" | DAVIS, CA
  [~] UPD  "JET METHODS, INC." | CARLSBAD, CA
  [~] UPD  "JET UP AVIATION" | SAN DIEGO, CA
  [~] UPD  "JETS PLUS" | FRESNO, CA
  [~] UPD  "JETSPLUS" | FRESNO, CA
  [~] UPD  "JOBY ELEVATE INC" | MARINA, CA
  [~] UPD  "JSX" | BURBANK, CA
  [~] UPD  "KAISERAIR, INC." | OAKLAND, CA
  [~] UPD  "KERN CHARTER SERVICE, INC." | BAKERSFIELD, CA
  [~] UPD  "KMR AVIATION, INC." | ONTARIO, CA
  [~] UPD  "LET'S JETT" | VAN NUYS, CA
  [~] UPD  "LITEFLIGHT, INC." | BURBANK, CA
  [~] UPD  "LOYD'S AVIATION" | BAKERSFIELD, CA
  [~] UPD  "LUXE JET LLC" | MCCLELLAN, CA
  [~] UPD  "LYON AVIATION, INC." | VAN NUYS, CA
  [~] UPD  "MACH ONE AIR CHARTERS, INC." | CHINO, CA
  [~] UPD  "MAVERICK HELICOPTERS" | LONG BEACH, CA
  [~] UPD  "MERCURY AIR CARGO, LLC" | LOS ANGELES, CA
  [~] UPD  "MID-VALLEY AVIATION, LLC" | GROVELAND, CA
  [~] UPD  "MODESTO EXECUTIVE AIR CHARTER INC" | MODESTO, CA
  [~] UPD  "MODESTO JET CENTER" | MODESTO, CA
  [~] UPD  "MPI JET" | MONTEREY, CA
  [~] UPD  "MT. MARGARET, LLC" | LOS ANGELES, CA
  [~] UPD  "NEXJET CORPORATION" | LONG BEACH, CA
  [~] UPD  "OC HELICOPTERS, LLC" | SANTA ANA, CA
  [~] UPD  "OCR ENTERPRISES LLC" | LONG BEACH, CA
  [~] UPD  "OPTIMAL AVIATION SERVICES, LLC" | VISALIA, CA
  [~] UPD  "ORANGE COUNTY HELICOPTERS, LLC" | SANTA ANA, CA
  [~] UPD  "ORANGE COUNTY SUNBIRD AVIATION" | SANTA ANA, CA
  [~] UPD  "ORBIC AIR, LLC" | BURBANK, CA
  [~] UPD  "ORBIC HELICOPTERS INC" | CAMARILLO, CA
  [~] UPD  "P.J. HELICOPTERS, INC." | RED BLUFF, CA
  [~] UPD  "PACIFIC AIRTAXI" | UKIAH, CA
  [~] UPD  "PACIFIC COAST JET CHARTER, INC." | SACRAMENTO, CA
  [~] UPD  "PARAGON AIRWAYS" | SANTA ANA, CA
  [~] UPD  "PCJ AVIATION LLC" | NAPA, CA
  [~] UPD  "PEGASUS ELITE AVIATION, INC." | BURBANK, CA
  [~] UPD  "PLANET NINE PRIVATE AIR LLC" | VAN NUYS, CA
  [~] UPD  "PLANET NINE PRIVATE AIR LLC ("P9")" | VAN NUYS, CA
  [~] UPD  "PREMIER AIR CHARTER LLC" | CARLSBAD, CA
  [~] UPD  "PREMIER TRANS AIRE INC" | SAN BRUNO, CA
  [~] UPD  "PRIMA AIR CHARTERS, INC." | SANTA ANA, CA
  [~] UPD  "QUIKCHARTER" | SAN JOSE, CA
  [~] UPD  "RAVEN HELICOPTERS, LLC" | SAN DIEGO, CA
  [~] UPD  "REACH AIR MEDICAL SERVICES" | CONCORD, CA
  [~] UPD  "REDDING AERO ENTERPRISES, INC." | REDDING, CA
  [~] UPD  "REDDING AIR SERVICE, INC." | REDDING, CA
  [~] UPD  "REGENCY AIR, LLC" | SANTA ANA, CA
  [~] UPD  "ROGERS HELICOPTERS, INC." | FRESNO, CA
  [~] UPD  "SACRAMENTO AIR CHARTER" | SACRAMENTO, CA
  [~] UPD  "SACRAMENTO EXECUTIVE HELICOPTERS, INC." | ACAMPO, CA
  [~] UPD  "SAN DIEGO AIR SERVICE, INC." | SAN DIEGO, CA
  [~] UPD  "SAN FRANCISCO HELICOPTERS, LLC" | HAYWARD, CA
  [~] UPD  "SAN FRANCISCO SEAPLANE TOURS, INC." | MILL VALLEY, CA
  [~] UPD  "SHIER AVIATION CORP" | SAN DIEGO, CA
  [~] UPD  "SILICON VALLEY EXPRESS" | SAN JOSE, CA
  [~] UPD  "SILVER AIR" | CAMARILLO, CA
  [~] UPD  "SINTON HELICOPTERS" | PASO ROBLES, CA
  [~] UPD  "SISKIYOU AVIATION LLC" | SAN JOSE, CA
  [~] UPD  "SKY PARTNERS" | LIVERMORE, CA
  [~] UPD  "SKYBIRD AVIATION, INC." | VAN NUYS, CA
  [~] UPD  "SLING FLYING CLUB, LLC" | TORRANCE, CA
  [~] UPD  "SOCAL AIR" | SAN DIEGO, CA
  [~] UPD  "SOUTH BAY HELICOPTER SERVICE, INC." | HAYWARD, CA
  [~] UPD  "SOUTH BAY HELICOPTER SERVICES, INC." | HAYWARD, CA
  [~] UPD  "SOUTH COAST HELICOPTERS INC." | FULLERTON, CA
  [~] UPD  "SP AVIATION, INC." | HAYWARD, CA
  [~] UPD  "SP AVIATION, INC. DBA GOODJET" | OAKLAND, CA
  [~] UPD  "SPECIALIZED HELICOPTERS" | WATSONVILLE, CA
  [~] UPD  "STAJETS" | SANTA ANA, CA
  [~] UPD  "STARJET" | LOS ANGELES, CA
  [~] UPD  "STYLE AVIATION SERVICES, INC." | VAN NUYS, CA
  [~] UPD  "SUMMIT HELICOPTER INC" | PACOIMA, CA
  [~] UPD  "SUN AIR JETS, LLC" | CAMARILLO, CA
  [~] UPD  "SUNVIEW AIR INC" | BAKERSFIELD, CA
  [~] UPD  "SUSANVILLE AVIATION LLC" | SUSANVILLE, CA
  [~] UPD  "TAHOE HELICOPTERS" | SOUTH LAKE TAHOE, CA
  [~] UPD  "THRESHOLD AIR CHARTER INC." | CHINO, CA
  [~] UPD  "TRANS EXEC AIR SERVICE, INC." | VAN NUYS, CA
  [~] UPD  "UNIVERSAL AVIATORS ACADEMY INC" | EL MONTE, CA
  [~] UPD  "VALLEY AVIATION LLC" | COMPTON, CA
  [~] UPD  "VAN WAGENEN, ROBERT F" | WATSONVILLE, CA
  [~] UPD  "WAVERIDER HELICOPTER TOURS LLC" | OCEANSIDE, CA
  [~] UPD  "WEST AIR, INC." | FRESNO, CA
  [~] UPD  "WEST COAST AVIATION SERVICES" | LONG BEACH, CA
  [~] UPD  "WESTERN AVIATION MANAGEMENT, INC." | LA VERNE, CA
  [~] UPD  "WHIRLWIDE, INC." | FRESNO, CA
  [~] UPD  "WHITE HORSE WORLD WIDE LLC" | CHINO, CA
  [~] UPD  "WHITECAP AVIATION" | SAN JOSE, CA
  [~] UPD  "WILDERNESS AIRCRAFT COMPANY LLC" | TWENTYNINE PALMS, CA
  [~] UPD  "WINDAIRWEST LLC" | VAN NUYS, CA
  [~] UPD  "WING AVIATION LLC" | PALO ALTO, CA
  [~] UPD  "XCEL JET MANAGEMENT INC" | CAMARILLO, CA
  [~] UPD  "XCEL JET OPERATIONS" | SANTA BARBARA, CA
  [~] UPD  "AERO S.E.A.T. INC" | STERLING, CO
  [~] UPD  "AERO SEAT INC" | STERLING, CO
  [~] UPD  "AIR METHODS LLC" | GREENWOOD VILLAGE, CO
  [~] UPD  "AIRCAM NATIONAL HELICOPTER SERVICES, INC." | ENGLEWOOD, CO
  [~] UPD  "AIRCAM NATIONAL HELICOPTER SVC, INC." | DENVER, CO
  [~] UPD  "ASPEN AIR CHARTER" | ASPEN, CO
  [~] UPD  "BOONE AVIATION" | DENVER, CO
  [~] UPD  "BUBBA AIR LLC" | ASPEN, CO
  [~] UPD  "CLOUD PEAK AVIATION LLC (DBA MAUNA HELE)" | Denver, CO
  [~] UPD  "CLOUD PEAK, LLC" | WATKINS, CO
  [~] UPD  "COLORADO BY AIR, LLC" | ASPEN, CO
  [~] UPD  "COLORADO FLIGHT CENTER INC" | GRAND JUNCTION, CO
  [~] UPD  "COLORADO HIGHLAND AVIATION" | DURANGO, CO
  [~] UPD  "CORTEZ FLYING SERVICE, INC." | CORTEZ, CO
  [~] UPD  "COULTER AVIATION" | MEEKER, CO
  [~] UPD  "DIRECT CHARTER SERVICE, INC." | BROOMFIELD, CO
  [~] UPD  "ENSEMBLE AIR LLC" | GREELEY, CO
  [~] UPD  "GATEWAY CANYONS AIR TOURS, LLC" | GATEWAY, CO
  [~] UPD  "GOLD AERO" | Fort Morgan, CO
  [~] UPD  "GREGG FLYING SERVICE, INC." | DURANGO, CO
  [~] UPD  "HELIQWEST INTERNATIONAL, INC." | BROOMFIELD, CO
  [~] UPD  "INDEPENDENCE AVIATION, LLC" | ENGLEWOOD, CO
  [~] UPD  "INTERNATIONAL JET AVIATION SERVICES" | DENVER, CO
  [~] UPD  "KEY LIME AIR" | DENVER, CO
  [~] UPD  "KEY LIME AIR CORPORATION" | ENGLEWOOD, CO
  [~] UPD  "M & N EQUIPMENT, LLC" | ENGLEWOOD, CO
  [~] UPD  "MAYO AVIATION, INC." | DENVER, CO
  [~] UPD  "MOSER AVIATION, LLC" | DENVER, CO
  [~] UPD  "MOUNTAIN AIR MEDICAL, LLC." | WESTMINSTER, CO
  [~] UPD  "MOUNTAIN AIR SPRAY COMPANY INC." | CRAIG, CO
  [~] UPD  "MOUNTAIN BLADE RUNNER LLC" | MONTROSE, CO
  [~] UPD  "NORTH CASCADE AIR TRANSPORT, LLC" | ARVADA, CO
  [~] UPD  "ONYX FLIGHT, INC." | ENGLEWOOD, CO
  [~] UPD  "PRECISION AIRCRAFT MANAGEMENT" | DENVER, CO
  [~] UPD  "RABER FLIGHT SERVICES LLC" | DENVER, CO
  [~] UPD  "RAMPART AVIATION, LLC" | COLORADO SPRINGS, CO
  [~] UPD  "SKYROADS AVIATION" | COLORADO SPRINGS, CO
  [~] UPD  "SOULBIRD LLC" | DENVER, CO
  [~] UPD  "TRANS AERO HELICOPTERS" | FT COLLINS/LOVELAND, CO
  [~] UPD  "TRAVELAIRE SERVICE, INC." | PUEBLO, CO
  [~] UPD  "VALKYRIE AIR LLC" | ENGLEWOOD, CO
  [~] UPD  "ZEPHYR HELICOPTER COMPANY" | STEAMBOAT SPRINGS, CO
  [~] UPD  "AIR TRANSPORT INC" | HARTFORD, CT
  [~] UPD  "AIRSHARE" | BRIDGEPORT, CT
  [~] UPD  "EAGLE AIR, INC." | DANBURY, CT
  [~] UPD  "EXECUTIVE JET MANAGEMENT (EJM)" | BRIDGEPORT, CT
  [~] UPD  "FLEXJET VERTICAL LIFT" | BRIDGEPORT, CT
  [~] UPD  "FLY THE WHALE, LLC" | NEW HAVEN, CT
  [~] UPD  "JIB INC." | GROTON, CT
  [~] UPD  "JIB, INC. DBA ACTION AIRLINES" | GROTON NEW LONDON, CT
  [~] UPD  "NEW ENGLAND AVIATION AIR CHARTERS, LLC" | PLAINVILLE, CT
  [~] UPD  "RELIANT AIR CHARTER" | DANBURY, CT
  [~] UPD  "SENTINEL AVIATION, LLC" | DANBURY, CT
  [~] UPD  "THE WHITEWIND CO." | WINDSOR LOCKS, CT
  [~] UPD  "THE WHITEWIND COMPANY" | WINDSOR LOCKS, CT
  [~] UPD  "VAN NUYS AIRLINES-VNY-LLC" | GROTON, CT
  [~] UPD  "FLIGHT PROGRAM OPERATIONS" | WASHINGTON, DC
  [~] UPD  "ACE TRANSPORT SERVICE, INC." | WILMINGTON, DE
  [~] UPD  "AERO WAYS INC" | NEW CASTLE, DE
  [~] UPD  "EASTERN SHORE AVIATION INC." | GREENWOOD, DE
  [~] UPD  "FLYADVANCED" | WILMINGTON, DE
  [~] UPD  "HORIZON HELICOPTERS, INC." | WILMINGTON, DE
  [~] UPD  "RENNIA GROUP" | WILMINGTON, DE
  [~] UPD  "A-1 AIR CARRIERS, LLC." | OPA LOCKA, FL
  [~] UPD  "A-OK JETS, INC." | BOCA RATON, FL
  [~] UPD  "ACCENT AIRWAYS, LLC" | MIAMI, FL
  [~] UPD  "ACE AVIATION SERVICES CORPORATION" | FORT LAUDERDALE, FL
  [~] UPD  "AERIAL LOGISTICS LLC" | LAKELAND, FL
  [~] UPD  "AERO AIR CHARTER LLC" | PENSACOLA, FL
  [~] UPD  "AERO CONNECTION INC" | FT. LAUDERDALE, FL
  [~] UPD  "AERONAUTICAL CHARTERS, INC." | FORT MYERS, FL
  [~] UPD  "AIR FLIGHT, INC." | FORT LAUDERDALE, FL
  [~] UPD  "AIR GATO ENTERPRISES, INC. " | ST PETERSBURG-CLEARWATER, FL
  [~] UPD  "AIR MEDICAL CHARTERS LLC" | MIAMI, FL
  [~] UPD  "AIR SITARAH INC" | SARASOTA, FL
  [~] UPD  "AIR TREK, INC." | PUNTA GORDA, FL
  [~] UPD  "AIRBROCK MANAGEMENT & CHARTER SERVICES, INC." | PORT ST. LUCIE, FL
  [~] UPD  "AIRCHARTERS WORLDWIDE INC." | MIAMI, FL
  [~] UPD  "AIRCOASTAL HELICOPTERS, INC." | WEST PALM BEACH, FL
  [~] UPD  "AIRGATE AVIATION" | NEW SMYRNA BEACH, FL
  [~] UPD  "AIRKLINE, INC" | GULF BREEZE, FL
  [~] UPD  "ALL IN JETS LLC" | LAKE MARY, FL
  [~] UPD  "ALPHA AIR TRANSPORT LLC" | OAKLAND PARK, FL
  [~] UPD  "AMERIJET INTERNATIONAL" | MIAMI, FL
  [~] UPD  "ANTHEM COMMERCIAL AIR SERVICES, INC" | JACKSONVILLE, FL
  [~] UPD  "ATLANTIC AIR CARGO INC" | MIAMI, FL
  [~] UPD  "ATLANTIC AIR CHARTER" | FORT LAUDERDALE, FL
  [~] UPD  "ATLANTIC AIRLINES, INC." | LAKELAND, FL
  [~] UPD  "AURORA AVIATION" | FORT LAUDERDALE, FL
  [~] UPD  "AVIANCA CARGO" | MIAMI, FL
  [~] UPD  "AVIATION PARTNERS OF BOYNTON BEACH LLC" | ORLANDO, FL
  [~] UPD  "AVIATOR SERVICES, INC." | MIAMI, FL
  [~] UPD  "AZTEC AIRWAYS" | FORT LAUDERDALE, FL
  [~] UPD  "BAREFOOT AIR CHARTERS, LLC" | PORT ST. LUCIE, FL
  [~] UPD  "BASS AIR LLC" | VERO BEACH, FL
  [~] UPD  "BEAR & DOG LLC" | SARASOTA, FL
  [~] UPD  "BOND AIR CARGO" | MIAMI, FL
  [~] UPD  "BOOMERANG, LLC" | BARTOW, FL
  [~] UPD  "BROWARD COUNTY SHERIFF'S OFFICE" | POMPANO BEACH, FL
  [~] UPD  "BUZZ AIR INC." | MERRITT ISLAND, FL
  [~] UPD  "CAPITAL JETS" | FORT LAUDERDALE, FL
  [~] UPD  "CATALINA AEROSPACE CORP." | MIAMI, FL
  [~] UPD  "CATALINA AEROSPACE CORPORATION" | NORTH MIAMI, FL
  [~] UPD  "CATEGORY LLC" | NEW PORT RICHEY, FL
  [~] UPD  "CHARTERLINES INC" | MIAMI, FL
  [~] UPD  "CHOICE AIRWAYS INC" | FORT LAUDERDALE, FL
  [~] UPD  "CLIMAX AM LLC" | PEMBROKE PINES, FL
  [~] UPD  "COASTAL AIR SERVICE" | PANAMA CITY, FL
  [~] UPD  "COASTAL AIRWAYS LLC" | SEBASTION, FL
  [~] UPD  "COLLIER COUNTRY MEDFLIGHT" | NAPLES, FL
  [~] UPD  "COLLIER COUNTY HELICOPTER OPERATIONS" | NAPLES, FL
  [~] UPD  "CONQUEST AIR" | MIAMI, FL
  [~] UPD  "CONTINENTAL JET CHARTER LLP" | VERO BEACH, FL
  [~] UPD  "CONTOUR AVIATION, INC." | FORT LAUDERDALE, FL
  [~] UPD  "CORPORATE AIR CHARTERS, INC." | MIAMI, FL
  [~] UPD  "CRAFT CHARTER" | MIAMI, FL
  [~] UPD  "CRAIG AIR CENTER INC" | JACKSONVILLE, FL
  [~] UPD  "CRYSTAL AERO GROUP, INC." | CRYSTAL RIVER, FL
  [~] UPD  "CYPRESS AIR CHARTER LLC" | FORT MYERS, FL
  [~] UPD  "DAVONAIR INC" | MIAMI, FL
  [~] UPD  "DISCOVERY JETS" | FORT LAUDERDALE, FL
  [~] UPD  "DORADO AVIATION LLC" | COCOA, FL
  [~] UPD  "DORATO JETS" | FORT LAUDERDALE, FL
  [~] UPD  "DOUBLE M CHARTERS, LLC" | LAKELAND, FL
  [~] UPD  "DOUPE SERVICES LLC" | IMMOKALEE, FL
  [~] UPD  "EAS CHARTER" | MIAMI, FL
  [~] UPD  "EASTERN AIR EXPRESS, INC." | MIAMI, FL
  [~] UPD  "ELITE AIR, INC." | BOCA RATON, FL
  [~] UPD  "ELITE BUSINESS AIRCRAFT, LLC" | MAITLAND, FL
  [~] UPD  "ELITE HELICOPTERS OF NAPLES, LLC." | TAMPA, FL
  [~] UPD  "ELITE JET LLC" | BOYNTON BEACH, FL
  [~] UPD  "ELITE JETS" | NAPLES, FL
  [~] UPD  "EMERALD COAST AIR CHARTERS" | CRESTVIEW, FL
